店铺名称,商户名称,合同ID (采购合同编号),上线时间,区/县,商圈,店铺电话,店铺面积,店铺位置,详细地址,手机 (商户名称),创建时间,采购合同编号,主要联系人 (商户),电话 (商户),cmid
美丽华,深圳市龙岗区美丽华名尚美容美发,4.40307E+17,2015/1/8,龙岗区,龙岗中心城,0755-89729623,100m2以上,社区,深圳市龙岗区龙城街道龙城国际花园7-108,13277613222,2014/12/27 16:37,SZ-LH-201400357,吴辉,,372
美丽华壹叁,深圳市宝安区新安尚都壹叁美容美发店,4.40306E+17,2015/1/8,宝安区,宝安中心区,0755-29665259,100m2以上,社区,深圳市宝安区宝安中心区尚都花园2栋B6,13699818920,2014/12/23 19:19,SZ-BA-201400489,张庆国,,226
美丽空间发型工作室,深圳市盐田区美丽空间发型工作室,4.40302E+17,2015/1/8,盐田区,沙头角,15118091521,60-100m2,社区,深圳市盐田区沙头角新天富山海华庭125号,15118091521,2015/1/5 18:41,SZ-LG-201400749,李春蓉,15118091521,596
美丽频道（福田店）,深圳市罗湖区美社发型工作室,4.40303E+17,2015/1/8,福田区,岗厦,13632553291,100m2以上,商业区,深圳市福田区岗厦彩虹大厦26A,13918013397,2015/1/29 11:55,SZ-LG-201400833,会玉华,,745
美丽频道（罗湖店）,深圳市罗湖区美社发型工作室,4.40303E+17,2015/1/8,罗湖区,东门,18823777985,100m2以上,商业区,深圳市罗湖区深南东路3020号东座商住楼1018室,13918013397,2015/1/29 11:53,SZ-LG-201400833,会玉华,,744
美伦造型,深圳市龙岗区艺美伦造型美发店,4.40307E+17,2015/1/8,龙岗区,万科广场,0755-89565562,60-100m2,社区,深圳市龙岗区龙城街道爱联社区余岭中路28号,18929325826,2014/12/30 16:10,SZ-LG-201400708,蔡兴军,,405
美美,深圳市龙岗区坂田轩尼丝理发店,,2015/6/8,龙岗区,坂田,18566761628,,,深圳市龙岗区坂田街道办马蹄山村二巷5号,13691979623,2015/6/8 11:38,SZ-NS-201500640,谭海权,,826
美奇丝造型,深圳市宝安区福永阿宏造型理发店,2.01507E+17,,宝安区,福永,18676710077,,,深圳市宝安区福永街道白石厦社区裕华园东14-4号,18676710077,2015/7/3 13:02,SZ-NS-2015001000,曾贤红,,890
美丝VIP,深圳市南山区艺佳美发店,4.40305E+17,2015/1/8,南山区,西丽,15914112133,60-100m2,商业区,深圳市南山区西丽镇新光路文体中心2楼,13631665515,2014/12/23 21:40,SZ-NS-201400101,秦波,,259
美丝坊,深圳市宝安区福永美丝友理发店,2.01507E+17,,宝安区,福永,13590306468,,,福永街道和平社区永和路北30号,13590306468,2015/7/28 14:48,SZ-NS-2015001605,罗海旭,,977
美丝造型（布心店）,深圳市罗湖区东门美丝坊发廊,4.40303E+17,2015/1/8,罗湖区,东湖,0755-25693322,100m2以上,其他,深圳市罗湖区水围村93号（太白路1061号2F）,13418658895,2014/12/18 13:02,SZ-LH-201400391,黄钟成,,142
美丝造型（东门店）,深圳市罗湖区东门美丝坊发廊,4.40303E+17,2015/1/8,罗湖区,东门,0755-82380493,100m2以上,其他,深圳市罗湖区人民北路芳邻大厦首层107号,13418658895,2014/12/18 13:13,SZ-LH-201400391,黄钟成,,143
美童一百 东方新地苑店,深圳市南山区美童一百发型设计中心,,2015/4/3,南山区,南头,0755-86258633,,社区,深圳市南山区深南大道12061号东方新地苑5号商铺美童一百发型设计中心,18820258763,2015/4/3 14:21,SZ-TZ-20150001,薛清辉,,781
美童一百 星海名城店,深圳市南山区美童一百发型设计中心,4.40305E+17,2015/1/8,南山区,南头,0755-86078833,100m2以上,社区,深圳市南山区南头街道深南大道与前海路交汇处星海名城三期T6栋103,18820258763,2015/1/4 20:01,SZ-BA-201400439,薛清辉,,527
美妍印象,深圳市美妍印象形象顾问有限公司,2.01507E+17,,南山区,南新路口,15989382718,,商业区,深圳市南山区桃园路常兴天虹广场西座19D,15989382718,2015/6/30 13:02,SZ-NS-2015001212,龙勇,,883
美艺造型,深圳市宝安区公明名师名店理发店,2.01506E+17,2015/6/18,宝安区,公明,0755-33500255,100m2以上,社区,广东省深圳市宝安区公明镇十三区A栋第一间,13612811106,2015/6/18 11:09,SZ-NS-201500417,吴忠清,,868
美艺造型精致烫染,深圳市宝安区公明名师名店理发店,2.01506E+17,2015/1/8,宝安区,公明,0755-33500255,,其他,深圳市宝安区公明镇长春南路1号,13612811106,2015/1/26 14:46,SZ-NS-201500417,吴忠清,,760
美域美发名店,深圳市龙华新区民治美域美发店,2.01507E+17,2015/6/22,龙华新区,民治,13556888062,,,深圳市龙华新区民治街道人民南路中央原著御珑苑3号铺,13556888062,2015/7/2 13:07,SZ-NS-201500987,赵伟,,886
美域造型,深圳市龙岗区布吉酷丝薇尔美发店,4.40307E+17,2015/1/8,龙岗区,布吉,0755-84729093,100m2以上,社区,深圳市龙岗区布吉街道可园社区兴龙路50号一楼,15999651396,2015/1/5 17:42,SZ-LG-201400713,赵国良,0755-84729093,586
魅力大众,深圳市宝安区石岩魅力大众理发店,2.01507E+17,,宝安区,石岩,15814089800,,,深圳市宝安区石岩街道罗租社区工业路11号一楼6-7号,15814089800,2015/7/10 15:14,SZ-NS-201500961,谢家忠,,904
魅力发丝,深圳市光明新区公明魅力发丝理发店,2.01507E+17,,宝安区,公明,15811842705,,,深圳市宝安区公明街道田寮社区环田路23号,15811842705,2015/7/28 16:30,SZ-NS-2015001592,戴小斌,,981
魅力飞扬,深圳市宝安区新安魅力飞扬理发店,2.01507E+17,,宝安区,新安,18588222236,,,深圳市宝安区50区开屏市场十一巷3号5铺,18588222236,2015/7/17 16:25,SZ-NS-2015001352,苏柯,,928
魅力嘉宾,深圳市龙岗区魅力嘉宾理发店,4.40307E+17,2015/1/8,龙岗区,龙岗中心城,0755-84804982,,社区,深圳市龙岗区龙岗街道南联社区怡丰路39号,15019264957,2015/1/13 15:35,SZ-BA-201400456,黄文展,,672
魅力美发沙龙,深圳市福田区魅发力美发店,4.40304E+17,2015/1/8,福田区,沙尾,0755-83022953,60-100m2,社区,深圳市福田区沙头街道沙尾西村390号102铺,18676723947,2014/12/18 11:59,SZ-NS-201400121,蔡红华,,138
魅力造型,深圳市龙岗区布吉魅力视觉理发店,2.01507E+17,,龙岗区,布吉,13430486490,,,深圳市龙岗区布吉荣超花园22栋105号,13430486490,2015/7/10 13:46,SZ-NS-2015001265,肖杰,,900
魅丽空间（发艺沙龙）,深圳市宝安区沙井魅丽空间发艺沙龙工作室,2.01507E+17,,宝安区,沙井,15918398785,,,深圳市宝安区沙井街道沙堂3路恒源花园后门3号,15919838785,2015/7/20 14:53,SZ-NS-2015001421,甘世超,,935
魅丽人生,深圳市龙岗区横岗魅丽人生理发店,2.01507E+17,,龙岗区,横岗,13480984048,,,横岗街道五和大道南星光之约麒麟西9巷11号,13480984048,2015/7/22 15:53,SZ-NS-2015001218,张科,,961
梦娜美容美发,深圳市福田区多加多美容美发中心,4.40304E+17,2015/1/8,福田区,新洲,0755-83428178,,,深圳市福田区新洲南村二街59号一楼,13590196188,2015/1/5 10:00,SZ-LG-201400712,沈祥,,544
迷你雅美容美发,深圳市罗湖区漫淇尚艺美容美发店,4.40303E+17,2015/1/8,罗湖区,布心,0755-25495055,100m2以上,社区,深圳市罗湖区东晓街道草铺吓屋村12号二三楼,18922836141,2015/1/5 17:25,SZ-BA-201400588,王国团,,447
米莱V沙龙三分店,深圳市南山区唯沙龙发型设计名店,4.40305E+17,2015/1/8,南山区,南头,0755-26718812,100m2以上,,深圳市南山区南头街道南新路南山统建商住楼1栋E1-102之一,18129811086,2015/1/13 19:59,SZ-BA-201400583,敖磊,,663
米莱国际造型连锁（田贝店）,深圳市福田区米莱名流理发店,4.40304E+17,2015/1/8,罗湖区,翠竹,0755-22917090,60-100m2,社区,罗湖区田贝二路佳兆业金翠园108铺,13590170221,2014/12/5 12:04,SZ-NS-201400139,吴东魁,13590170221,3
米兰美容美发（沙井和一店）,深圳市宝安区沙井富源米兰美容美发馆,2.01506E+17,2015/5/18,宝安区,沙井,13266836680,100m2以上,社区,深圳市宝安区沙井街道和一兴业西路金美威工业园宿舍一首层A125、126号店铺,13924646807,2015/5/18 14:52,SZ-NS-20150010,,,870
米兰美容造型,深圳市宝安区沙井富源米兰美容美发馆,2.01506E+17,2015/1/8,宝安区,沙井,0755-29713001,100m2以上,社区,"深圳市宝安区沙井街道和一兴业西路金美威工业园宿舍一首层A125,126号店铺",13924646807,2014/12/23 20:39,SZ-NS-20150010,皱红星,,240
名博（宝安店）,深圳市名博美容美发有限公司,4.40305E+17,2015/1/8,宝安区,宝安中心区,0755-29633856,100m2以上,社区,深圳市宝安区尚都花园一楼,18665818688,2014/12/18 15:27,SZ-LH-201400282,梁标军,,162
名博（高新南环路店）,深圳市名博美容美发有限公司,4.40305E+17,2015/1/8,南山区,科技园,0755-26035933,100m2以上,社区,深圳市南山区高新南环路东高新南十一道熙湾俊庭南栋101,18665818688,2014/12/18 15:11,SZ-LH-201400282,梁标军,,158
名博（海岸城店）,深圳市名博美容美发有限公司,4.40305E+17,2015/1/8,南山区,海岸城,0755-86192056,100m2以上,商业区,深圳市南山区海印长城一期118号,18665818688,2014/12/18 14:50,SZ-LH-201400282,梁标军,,157
名博（红桂店）,深圳市名博美容美发有限公司,4.40305E+17,2015/1/8,罗湖区,园岭,0755-25977858,100m2以上,社区,深圳市罗湖区红桂路2010号,18665818688,2014/12/18 15:33,SZ-LH-201400282,梁标军,,163
名博（香蜜湖店）,深圳市名博美容美发有限公司,4.40305E+17,2015/1/8,福田区,香蜜湖,0755-83580803,100m2以上,社区,深圳市福田区景田北路翔名苑文化活动中心一层,18665818688,2014/12/18 15:17,SZ-LH-201400282,梁标军,,159
名发廊,深圳市龙岗区名品轩发廊,2.01507E+17,,龙岗区,龙岗中心城,13412346755,,,深圳市龙岗区龙城街道龙园路181号九州家园东区,13412346755,2015/7/24 14:24,SZ-NS-2015001431,胡锦坚,,971
名发时代,深圳市福田区名发时代美发馆,4.40304E+17,2015/1/8,福田区,上下沙,0755-82556799,100m2以上,社区,深圳市福田区下沙三坊72号,18676696737,2014/12/23 16:59,SZ-FT-201400182,江晶晶,,209
名发艺,深圳市宝安区西乡尚雅理发店,2.01507E+17,,宝安区,西乡,13723700262,,,深圳市宝安区西乡街道坪洲开发区90区缤纷世界花园F栋103,13723700262,2015/7/16 16:19,SZ-NS-2015001132,曾祥余,,959
名阁发艺,深圳市宝安区龙华名阁发艺发廊,4.40306E+17,2015/1/8,龙华新区,龙华,0755-81475963,100m2以上,社区,深圳市龙华新区龙华街道松和社区瓦窑排三巷3号101,13530573732,2015/1/26 14:47,SZ-LG-201400824,杨文清,,761
名家聚焦美发连锁,深圳市龙岗区坪地名家聚焦理发店,2.01507E+17,,龙岗区,坪地,18665891669,,,深圳市龙岗区坪地街道坪地社区湖田路74-8号,18665891669,2015/7/22 16:19,SZ-NS-2015001553,陈树良,,960
名剪（坂田店）,深圳市名剪美业管理有限公司,4.40307E+17,2015/1/8,龙岗区,坂田,13480616006,100m2以上,社区,深圳市龙岗区坂田街道禾坪岗合和一巷10号一楼,13723730429,2014/12/27 14:37,SZ-LG-201400737,杨果,13760398685,364
名剪（岗头店）,深圳市名剪美业管理有限公司,4.40307E+17,2015/1/8,龙岗区,坂田,15013842218,60-100m2,社区,深圳市龙岗区坂田街道办岗头社区富丽路岗头综合市场一楼B08-09号,13723730429,2014/12/27 15:01,SZ-LG-201400737,,,366
名剪（老街店）,深圳市名剪美业管理有限公司,4.40307E+17,2015/1/8,龙岗区,坪山,0755-89907862,100m2以上,商业区,深圳市龙岗区龙平东路248-10号,13723730429,2014/12/27 14:18,SZ-LG-201400737,杨果,13760398685,360
名剪（龙东店）,深圳市名剪美业管理有限公司,4.40307E+17,2015/1/8,龙岗区,龙岗中心城,0755-84849847,100m2以上,社区,深圳市龙岗区龙东社区源盛路108号,13723730429,2014/12/27 14:14,SZ-LG-201400737,杨果,13760398685,359
名剪（南联店）,深圳市名剪美业管理有限公司,4.40307E+17,2015/1/8,龙岗区,坪山,0755-89758592,100m2以上,商业区,深圳市龙岗区南联夜市银株路64号,13723730429,2014/12/27 14:28,SZ-LG-201400737,杨果,13760398685,361
名剪（鹏荣店）,深圳市名剪美业管理有限公司,4.40307E+17,2015/1/8,龙岗区,坂田,15622825305,100m2以上,社区,深圳市龙岗区坂田街道岗头社区中心围中围路23号鹏荣市场步行街D6,13723730429,2014/12/27 14:56,SZ-LG-201400737,杨果,13760398685,365
名剪（坪地店）,深圳市名剪美业管理有限公司,4.40307E+17,2015/1/8,龙岗区,坪地,0755-84288364,100m2以上,社区,深圳市龙岗区坪地镇地新街道文明东路38号,13723730429,2014/12/27 14:09,SZ-LG-201400737,杨果,13760398685,357
名剪（石岩店）,深圳市宝安区石岩名之剪理发店,4.40306E+17,2015/1/8,宝安区,石岩,0755-29000153,60-100m2,商业区,深圳市宝安区石岩街道上下屋社区上屋大道65号,18098918940,2014/12/25 16:59,SZ-BA-201400511,何焕林,,297
名剪坊,深圳市宝安区西乡欧雅美发店,4.40306E+17,2015/1/8,宝安区,西乡,0755-29990435,100m2以上,社区,深圳市宝安区西乡大益广场沃尔玛左侧,13528802133,2014/12/27 17:08,SZ-BA-201400468,任步明,,378
名剪坊（二分店）,深圳市龙岗区平湖铭剪坊理发店,4.40307E+17,2015/1/8,龙岗区,平湖,13728667716,100m2以上,其他,深圳市龙岗区平湖街道辅城坳社区工业大道21号一楼,13802559755,2015/1/5 15:18,SZ-BA-201400762,欧志杰,,564
名剪坊（十二分店）,深圳市龙岗区平湖铭剪坊理发店,4.40307E+17,2015/1/8,龙华新区,观澜,13265590010,100m2以上,其他,深圳市观澜樟坑径大利来酒店对面,13802559755,2015/1/5 15:21,SZ-BA-201400762,欧志杰,,565
名剪坊（十五分店）,深圳市龙岗区平湖铭剪坊理发店,4.40307E+17,2015/1/8,龙岗区,平湖,0755-84258215,100m2以上,其他,深圳市龙岗区平湖街道辅城坳嘉成路亿佰家首层,13802559755,2015/1/5 15:26,SZ-BA-201400762,欧志杰,,566
名剪美发,深圳市宝安区松岗发域美发店,2.01507E+17,,宝安区,沙井,13714205108,,,深圳市宝安区沙井步涌环镇路,13714205108,2015/7/28 18:42,SZ-NS-215001670,唐义登,,994
名流,深圳市盐田区名流时尚美容美发沙龙,4.40302E+17,2015/1/8,盐田区,大梅沙,0755-82638893,100m2以上,社区,深圳市盐田区梅沙街道东海岸社区环梅路56号,15914061146,2015/1/5 17:31,SZ-LG-201400668,高庆英,0755-82638893,583
名流坊,深圳市龙岗区坂田首彩美发店,4.40307E+17,2015/1/8,龙岗区,坂田,15989337482,60-100m2,其他,深圳市龙岗区坂田街道长坑路东二巷1号103,15712185465,2015/1/30 11:38,SZ-LG-201400661,杨亮,,748
名流丽都,深圳名流丽都美容美发管理有限公司,4.40307E+17,2015/1/8,龙岗区,万科广场,0755-28341075,,,深圳市龙岗区龙城街道中心城龙福西路47号宏兴苑10栋商铺101,13798365135,2015/1/6 10:22,SZ-BA-201400776,李红梅,,610
名流造型SPA（合正店）,深圳市福田区米莱名流理发店,4.40304E+17,2015/1/8,罗湖区,翠竹,13590170221,60-100m2,社区,深圳市罗湖区文锦路合正悦,13590170221,2014/12/5 13:46,SZ-NS-201400139,吴东魁,13590170221,4
名流造型SPA（皇岗店）,深圳市福田区米莱名流理发店,4.40304E+17,2015/1/8,福田区,皇岗,0755-82795166,60-100m2,社区,深圳市福田区皇岗二村53栋,13590170221,2014/12/5 11:56,SZ-NS-201400139,吴东魁,13590170221,2
名门美容美发（宝源南路店）,深圳市宝安区新安名门美容美发店,4.40306E+17,2015/1/8,宝安区,宝安中心区,0755-29789295,100m2以上,社区,深圳市宝安区新安街道宝安中心区宝源路深业新岸线2栋04号,18682327286,2014/12/23 19:20,SZ-BA-201400424,董金兵,,227
名门美容美发（裕安店）,深圳市宝安区新安名门美容美发店,4.40306E+17,2015/1/8,宝安区,宝安中心区,0755-29781520,100m2以上,社区,深圳市宝安区裕安二路1号,18682327286,2014/12/23 19:28,SZ-BA-201400424,,,229
名模发社,深圳市龙岗区坪地银名模理发店,2.01507E+17,,龙岗区,坪地,18588413858,,,深圳市龙岗区坪地街道中心社区同心中89号二楼,13530468998,2015/7/22 15:44,SZ-NS-2015001549,聂艳锋,,957
名人汇,深圳市福田区名人汇美发造型沙龙店,4.40304E+17,2015/1/8,福田区,园岭,0755-82075389,100m2以上,商业区,深圳市福田区百花四路通家乐超市内,13316584918,2014/12/16 11:33,SZ-FT-20140181,吕勇,,107
名师,深圳市龙岗区将师发理发店,4.40307E+17,,龙岗区,坂田,0755-28376531,100m2以上,商业区,深圳市龙岗区坂田街道吉华路571路,13760232728,2015/1/5 17:17,SZ-BA-201400612,练建盛,0755-28376531,580
名师发艺,深圳市福田区名师发艺美发店,2.01507E+17,2015/1/8,福田区,梅林,0755-88609952,100m2以上,商业区,深圳市福田区梅林一村27栋地铺（中国银行或面点王旁边）,13590344285,2014/12/11 16:07,SZ-NS-201500948,姚永占,,88
名师名店,深圳市龙岗区李军理发店,2.01507E+17,,龙岗区,横岗,13510180848,,,横岗街道力嘉路115-2号,13510180848,2015/7/28 17:43,SZ-NS-2015001599,李军,,986
名轩美发,深圳市龙华新区民治名轩美发店,4.40306E+17,2015/1/8,龙华新区,民治,0755-27765909,100m2以上,商业区,深圳市龙华新区民治街道梅龙路汇龙苑7栋105号(白石龙地铁A出口200米内),18665995173,2014/12/25 15:01,SZ-BA-201400417,肖陵群,,282
名妍,深圳市福田区名妍发艺名美发店,2.01507E+17,2015/1/8,福田区,梅林,0755-83167717,100m2以上,,深圳市福田区梅林街道梅华路上梅林新村19栋,13612978110,2015/1/13 17:41,SZ-NS-201500949,徐妍秋,,670
名艺廊,深圳市宝安区龙华精剪名艺理发店,4.40306E+17,2015/1/8,龙华新区,龙华,0755-23026995,100m2以上,社区,深圳市龙华新区龙华街道办共和新村16栋一楼102室,18924587265,2015/1/5 12:00,SZ-LG-201400630,李宜寿,,548
名艺美发,深圳市宝安区龙华名艺发廊,4.40306E+17,2015/1/8,龙华新区,龙华,0755-27709173,100m2以上,其他,深圳市龙华新区三联路华园道349号,13537749893,2014/12/30 19:00,SZ-LG-201400645,傅元金,,423
名艺名店,深圳市宝安区石岩名艺名店休闲中心,4.40305E+17,2015/1/8,宝安区,石岩,0755-27602798,100m2以上,商业区,深圳市宝安区石岩街道浪心社区河滨南路230号,13902953139,2015/1/2 11:20,SZ-BA-201400607,廖汉周,,427
名艺名发廊（东方店）,深圳市福田区振华名艺名发廊,4.40304E+17,2015/1/8,福田区,华强,0755-82537968,100m2以上,商业区,深圳市福田区振华路97号101栋东方建富广场二楼西侧,13902947816,2014/12/18 16:34,SZ-LH-201400288,,,174
名艺名发廊（红荔店）,深圳市福田区振华名艺名发廊,4.40304E+17,2015/1/8,福田区,华强,0755-23902648,100m2以上,商业区,深圳市福田区红荔路华强北上步工业区101栋（地铁华新站A1出口）,13902947816,2014/12/18 16:43,SZ-LH-201400288,,,175
名艺名发廊（深纺店）,深圳市福田区振华名艺名发廊,4.40304E+17,2015/1/8,福田区,华强,0755-83002648,100m2以上,商业区,深圳市福田区振华路100-5深纺大厦C座一楼111号,13902947816,2014/12/18 16:29,SZ-LH-201400288,廖茂焱,,172
名作造型,深圳市南山区名作造型理发店,4.40305E+17,2015/1/8,南山区,后海,0755-86064511,60-100m2,其他,深圳市南山区南山街道前海路2115号阳光棕榈园24栋104号,15803336886,2014/12/10 13:58,SZ-NS-201400138,高伟,,62
明发廊,深圳市福田区明发廊,4.40304E+17,2015/1/8,福田区,华强,0755-83628257,100m2以上,社区,深圳市福田区南园路动力公司商住楼5栋101-5铺,18038096663,2015/1/4 18:08,SZ-LH-201400239,袁月明,,507
明派名艺,深圳市宝安区西乡明派名艺理发店,2.01507E+17,,宝安区,福永,18617199263,,,深圳市宝安区福永街道白石厦社区裕华园西一巷23号103,18617006685,2015/7/13 15:45,SZ-NS-2015001231,邓俊锋,,919
茗发轩,深圳市南山区茗发轩美发店,2.01507E+17,,南山区,西丽,15817460753,,,深圳市南山区桃源街平山区364栋101,15817460753,2015/7/13 10:57,SZ-NS-2015001208,钟远师,,907
铭道,深圳市坪山新区八零造型美发店,4.40307E+17,2015/1/8,龙岗区,坪山,0755-28994464,100m2以上,社区,深圳市龙岗区中心城爱龙路广业园学府道花园商铺32号,13691983722,2014/12/27 17:35,SZ-BA-201400543,田红明,,385
缪思造型,深圳市宝安区沙井缪思美发店,2.01507E+17,,宝安区,沙井,13631633346,,,深圳市宝安区沙井街道新沙万科翡翠郡1期6栋2082-2083商铺,13631633346,2015/7/22 16:03,SZ-NS-2015001410,梁康养,,964
摩尚MO＆S HAIR（福华路店）,深圳市摩尚美业经营管理咨询有限公司,4.40304E+17,2015/1/8,福田区,华强,0755-83950202,100m2以上,其他,深圳市福田区福华路123号-10,15507505858,2014/12/9 15:16,SZ-FT-201400028,李炯炯,,36
魔发艺站,深圳市罗湖区摩发艺站美发店,4.40303E+17,2015/1/8,罗湖区,东门,0755-82200792,100m2以上,社区,深圳市罗湖区人民南路罗湖小学旁,13652324197,2014/12/30 15:12,SZ-BA-201400442,张建国,,396
魔术师发艺理发店(南水村店),深圳市南山区魔术师发匠理发室,4.40305E+17,2015/1/8,南山区,南头,15914025422,60-100m2,社区,深圳市南山区南水村步行街5-2号,15914025422,2015/1/5 12:12,SZ-BA-201400410,肖勇,,550
魔术师发艺理发店(南新路店),深圳市南山区魔术师发匠理发室,4.40305E+17,2015/1/8,南山区,南头,0755-26476082,60-100m2,社区,深圳市南山区深南路与南新路口交汇处英达钰龙园裙楼1-C8,15914025422,2015/1/5 12:03,SZ-BA-201400410,肖勇,,549
木木护肤造型中心,深圳市宝安区西乡名丝造型理发店,4.40306E+17,2015/1/8,宝安区,西乡,0755-29951530,100m2以上,其他,深圳市宝安区西乡街道西乡社区鸣乐街44号一、二层,18565876087,2015/1/9 11:03,SZ-NS-201400786,刘加兵,,654
慕尚MU＆S SALON(竹子林店),深圳市摩尚美业经营管理咨询有限公司,4.40304E+17,2015/1/8,福田区,竹子林,0755-83159159,100m2以上,商业区,深圳市福田区竹子林紫竹六道竹胜花园15栋103,15507505858,2014/12/10 17:23,SZ-FT-201400028,李炯炯,,70
娜娜（福田店）,深圳市福田区福中娜娜美发厅,4.40304E+17,2015/1/8,福田区,CBD中心区,13602510018,100m2以上,社区,深圳市福田区福中路（赛格A1043号）34号,13602510018,2014/12/16 10:57,SZ-LH-201400203,邱建勇,,105
娜娜（龙岗店）,深圳市龙岗区馨娜娜美发厅,4.40307E+17,2015/1/8,龙岗区,龙岗中心城,0755-84320769,100m2以上,,深圳市龙岗区龙岗街道平南社区龙河路榭丽花园三期C区一楼105、107-3,13266705408,2015/1/20 17:40,SZ-LG-201400706,姚雄,,735
南顿·时尚廊,深圳市纤顿美容美发店,2.01507E+17,,福田区,景田,13528456665,,,香梅北路特发小区8栋,13528456665,2015/7/29 18:11,SZ-NS-2015001676,郭志广,,"1,000"
妮诺美发（南油店）,深圳南山区妮诺美发店,4.40305E+17,2015/1/8,南山区,后海,0755-26977200,100m2以上,社区,深圳市南山区南山街道登良路深意工业大厦一楼90-91号,13510267312,2014/12/22 9:33,SZ-NS-201400132,李书浩,,203
尼奥（白石洲店）,深圳市罗湖区沙龙发型松园店,4.40305E+17,2015/1/8,南山区,白石洲,0755-86233565,100m2以上,社区,深圳市南山区白石洲东一坊6号,13651410061,2014/12/18 18:27,SZ-LH-201400294,曹先平,0755-86233565,184
尼奥（布吉一店）,深圳市罗湖区沙龙发型松园店,2.01507E+17,2015/1/8,龙岗区,布吉,0755-28527071,100m2以上,社区,深圳市龙岗区布吉长龙路一号,13651410061,2014/12/18 18:37,SZ-NS-201500964,,,185
尼奥（南光路）,深圳市南山区大术美容发店,4.40305E+17,2015/1/8,南山区,南油,0755-86033940,100m2以上,社区,深圳南山区南光路鸿瑞花园三期30之一商铺,13760111126,2014/12/25 14:41,SZ-LH-201400204,付荣建,,281
尼奥（石厦店）,深圳市罗湖区沙龙发型松园店,4.40305E+17,2015/1/8,福田区,新洲,0755-88305707,100m2以上,社区,深圳市福田区福保街道石厦西村4号101,13651410061,2014/12/18 18:52,SZ-LH-201400294,,,186
尼奥（松园路）,深圳市罗湖区沙龙发型松园店,4.40305E+17,2015/1/8,罗湖区,东门,0755-25581575,100m2以上,社区,深圳市罗湖区宝安南路松园南1栋104,13651410061,2014/12/18 19:00,SZ-LH-201400294,,,187
尼奥阳光美业（沙头店）,深圳市罗湖区沙龙发型松园店,4.40305E+17,2015/1/8,盐田区,沙头角,0755-25359948,100m2以上,社区,深圳市盐田区沙头角公园路8-6号,13651410061,2014/12/18 19:07,SZ-LH-201400294,,,188
尼卡护肤造型,深圳市尼卡美容美发有限公司,4.40306E+17,2015/1/8,宝安区,新安,0755-29964425,100m2以上,其他,深圳市宝安区48区上川一路68号,13564642242,2015/1/30 15:55,SZ-LG-201400815,魏维君,,751
尼诺美发（前海店）,深圳南山区妮诺美发店,4.40305E+17,2015/1/8,南山区,后海,0755-86691285,100m2以上,社区,深圳市南山区南山街道前海路东侧1082号阳光花园首层6号,13510267312,2014/12/22 9:49,SZ-NS-201400132,李书浩,,204
你好漂亮,深圳市龙岗区坂田新丝艺美发店,4.40307E+17,2015/1/8,龙岗区,坂田,13927410949,100m2以上,其他,深圳市龙岗区坂田市场大新商场旁,18038056657,2015/1/5 17:33,SZ-LG-201400735,刘燕飞,,442
你型我秀,深圳市宝安区新安你型我秀美发店,4.40306E+17,2015/1/8,宝安区,宝安中心区,15919808477,,商业区,深圳市宝安区新安街道宝安中心区龙光地产A栋016,15919808477,2014/12/27 15:02,SZ-BA-201400535,康盼盼,,367
年轻贵族美容美发（沙头角店）,深圳市盐田区时尚贵族发艺,4.40302E+17,2015/1/8,盐田区,沙头角,0755-25358854,100m2以上,其他,深圳市盐田区东和路沙头角东和路73号一层,13534004050,2015/1/6 10:36,SZ-LG-201400747,符巧,,611
年轻贵族美容美发（沙盐路店）,深圳市盐田区时尚贵族发艺,4.40302E+17,2015/1/8,盐田区,沙头角,0755-25354464,100m2以上,其他,盐田区沙盐路3040号一楼,13534004050,2015/1/6 10:40,SZ-LG-201400747,符巧,,613
诺尚美发店,深圳市罗湖区诺尚造型美发店,2.01506E+17,,罗湖区,东门,13631643663,,,深圳市罗湖区深南东路5016号京基100E栋2单元20D,13631643663,2015/6/24 16:44,SZ-NS-201500549,洪炜杰,,879
欧莱亚（横坑店）,深圳市宝安区石岩欧莱亚理发店,4.40306E+17,2015/1/8,龙华新区,观澜,0755-21501093,100m2以上,商业区,深圳市龙华新区观澜横坑市场东兴和购物广场,13418686116,2015/1/9 10:43,SZ-LG-201400652,文杰,,652
欧莱亚（石岩店）,深圳市宝安区石岩欧莱亚理发店,4.40306E+17,2015/1/8,宝安区,石岩,18520849786,100m2以上,社区,深圳市宝安区石岩街道应人石社区福景新村9巷1栋101,13418686116,2015/1/9 10:26,SZ-LG-201400652,文杰,,649
欧莱亚（松元店）,深圳市宝安区石岩欧莱亚理发店,4.40306E+17,2015/1/8,龙华新区,观澜,0755-85297286,100m2以上,商业区,深圳市龙华新区松元宝地利百货旁01号,13418686116,2015/1/9 10:35,SZ-LG-201400652,文杰,,651
欧莱亚（新田店）,深圳市宝安区石岩欧莱亚理发店,4.40306E+17,2015/1/8,龙华新区,观澜,13728714137,100m2以上,商业区,深圳市龙华新区观澜街道新田社区新田步行街C区41号,13418686116,2015/1/9 10:29,SZ-LG-201400652,文杰,,650
